"country","host_name","network_zone_type","ip_address","data_centre_location","it_service","it_service_owner","rhel_version","network_environment","running_cost_in_usd","infrastructure_component","operational_status"
"UK","host7223","LAN","197.91.144.184","London DC","Monitoring","David Bowie","RHEL 9","Prod",753,"Hazelcast","active"
"US","host3151","LAN","204.167.124.198","New York DC","Database","Amy Winehouse","RHEL 9","Dev",1040,"Mule GW","active"
"US","host9603","LAN","223.249.205.236","New York DC","File Storage","David Bowie","RHEL 8","Dev",1428,"Hazelcast","active"
"PL","host4321","LAN","217.47.52.101","Warsaw DC","Web Hosting","Amy Winehouse","RHEL 9","Test",383,"rProxy","active"
"US","host3247","LAN","200.32.229.4","New York DC","Email","David Bowie","RHEL 9","Prod",1032,"MongoDB","active"
"US","host9553","LAN","200.47.152.208","New York DC","Monitoring","Amy Winehouse","RHEL 8","Dev",1313,"Mule PCE","active"
"UK","host5295","LAN","194.163.133.41","London DC","Email","David Bowie","RHEL 9","Prod",848,"rProxy","active"
"US","host1587","LAN","206.125.223.135","New York DC","Database","Amy Winehouse","RHEL 7","Dev",1647,"Mule PCE","decommissioning"
"UK","host7827","DMZ","214.188.12.199","London DC","Database","David Bowie","RHEL 8","Dev",1298,"Hazelcast","planned"
"UK","host9347","WAN","213.197.147.157","London DC","Database","David Bowie","RHEL 9","Prod",831,"Hazelcast","planned"
"US","host1100","LAN","205.94.155.149","New York DC","Database","John Lennon","RHEL 8","Dev",1109,"Kong GW","planned"
"US","host6620","LAN","201.191.240.145","New York DC","File Storage","Adele","RHEL 8","Prod",1336,"Mule GW","active"
"US","host5171","WAN","216.61.41.77","New York DC","Web Hosting","David Bowie","RHEL 8","Prod",1115,"Kong GW","active"
"US","host7472","WAN","219.30.180.163","New York DC","Web Hosting","Amy Winehouse","RHEL 9","Test",870,"MongoDB","planned"
"CN","host5422","DMZ","210.125.67.130","Beijing DC","File Storage","Adele","RHEL 7","Prod",796,"Hazelcast","decommissioning"
"US","host2545","WAN","223.160.13.115","New York DC","Database","David Bowie","RHEL 8","Prod",1425,"Hazelcast","active"
"PL","host1819","WAN","207.131.249.169","Warsaw DC","Monitoring","Adele","RHEL 8","Prod",360,"rProxy","planned"
"US","host2498","LAN","209.85.170.199","New York DC","Database","David Bowie","RHEL 8","Dev",1106,"Mule GW","planned"
"US","host7800","LAN","210.134.131.94","New York DC","Database","Adele","RHEL 8","Prod",1093,"Hazelcast","active"
"UK","host9284","LAN","193.225.161.49","London DC","Email","Adele","RHEL 9","Prod",964,"Hazelcast","planned"
"US","host3645","LAN","222.99.58.106","New York DC","Database","John Lennon","RHEL 7","Prod",1860,"Hazelcast","decommissioning"
"US","host4210","LAN","221.193.17.190","New York DC","Database","John Lennon","RHEL 9","Test",896,"Hazelcast","planned"
"UK","host9383","LAN","212.82.234.35","London DC","File Storage","Adele","RHEL 8","Prod",1096,"Mule GW","planned"
"US","host6081","WAN","204.121.55.68","New York DC","Monitoring","John Lennon","RHEL 7","Dev",1716,"Hazelcast","active"
"UK","host9583","LAN","215.63.37.244","London DC","Database","John Lennon","RHEL 9","Prod",950,"rProxy","active"
"US","host8360","WAN","215.229.37.117","New York DC","Web Hosting","Adele","RHEL 9","Prod",839,"Mule GW","active"
"PL","host9131","DMZ","222.183.97.222","Warsaw DC","Database","David Bowie","RHEL 8","Prod",599,"Mule PCE","decommissioning"
"US","host7568","LAN","193.67.154.168","New York DC","Email","David Bowie","RHEL 9","Dev",889,"rProxy","planned"
"UK","host9695","LAN","194.82.28.19","London DC","Email","Amy Winehouse","RHEL 7","Prod",1309,"rProxy","active"
"US","host3675","LAN","217.170.68.11","New York DC","File Storage","Adele","RHEL 9","Prod",994,"Hazelcast","planned"
"UK","host1047","LAN","212.135.238.77","London DC","File Storage","David Bowie","RHEL 8","Prod",1338,"rProxy","planned"
"US","host1854","LAN","202.240.226.95","New York DC","File Storage","David Bowie","RHEL 7","Test",1986,"Kong GW","decommissioning"
"US","host4145","LAN","211.28.50.213","New York DC","Web Hosting","John Lennon","RHEL 8","Dev",1468,"rProxy","active"
"UK","host9262","WAN","197.172.109.32","London DC","Email","Amy Winehouse","RHEL 8","Test",1058,"Hazelcast","active"
"UK","host8826","LAN","222.49.74.144","London DC","Email","Adele","RHEL 9","Dev",931,"Hazelcast","active"
"UK","host1430","WAN","218.237.120.124","London DC","Monitoring","Amy Winehouse","RHEL 9","Prod",673,"Hazelcast","planned"
"US","host5000","WAN","197.87.36.187","New York DC","Email","Adele","RHEL 8","Dev",1395,"Kong GW","active"
"UK","host2245","LAN","215.56.224.244","London DC","Email","Adele","RHEL 8","Prod",1159,"Kong GW","planned"
"US","host8647","DMZ","214.52.197.175","New York DC","Database","David Bowie","RHEL 7","Test",1955,"Mule PCE","decommissioning"
"US","host9749","LAN","215.50.144.18","New York DC","Database","John Lennon","RHEL 8","Prod",1460,"Mule GW","planned"
"US","host8724","DMZ","207.136.198.249","New York DC","Web Hosting","Adele","RHEL 7","Dev",1792,"Mule GW","active"
"US","host5880","LAN","202.88.49.90","New York DC","Email","David Bowie","RHEL 9","Prod",1041,"Kong GW","planned"
"UK","host8347","LAN","222.164.201.42","London DC","Email","Adele","RHEL 9","Prod",994,"Hazelcast","active"
"US","host5056","DMZ","218.2.45.10","New York DC","File Storage","Elton John","RHEL 7","UAT",1843,"MongoDB","active"
"UK","host7904","WAN","210.167.87.22","London DC","Web Hosting","David Bowie","RHEL 7","Dev",1742,"rProxy","decommissioning"
"US","host4079","LAN","201.103.11.36","New York DC","File Storage","Amy Winehouse","RHEL 9","Prod",835,"Hazelcast","active"
"US","host1898","LAN","220.132.13.20","New York DC","Web Hosting","Adele","RHEL 9","Prod",912,"Hazelcast","active"
"US","host8244","WAN","213.0.211.125","New York DC","Email","Amy Winehouse","RHEL 9","Test",896,"MongoDB","planned"
"US","host1702","DMZ","206.213.169.6","New York DC","Database","Adele","RHEL 9","Prod",918,"Mule GW","planned"
"US","host8110","WAN","202.32.60.168","New York DC","File Storage","Adele","RHEL 7","Prod",1746,"Hazelcast","planned"
"UK","host7127","LAN","212.225.102.105","London DC","Database","Adele","RHEL 7","Prod",1426,"Mule PCE","planned"
"UK","host9189","WAN","202.36.35.185","London DC","Database","Amy Winehouse","RHEL 8","Dev",1138,"Mule GW","active"
"US","host2464","DMZ","206.168.160.228","New York DC","Monitoring","John Lennon","RHEL 8","Test",1156,"Mule PCE","planned"
"US","host1169","LAN","203.127.73.50","New York DC","Web Hosting","Adele","RHEL 9","Prod",1018,"MongoDB","active"
"PL","host9252","LAN","199.140.105.119","Warsaw DC","File Storage","Adele","RHEL 9","Prod",368,"Mule PCE","active"
"US","host2139","DMZ","198.210.6.206","New York DC","Email","Adele","RHEL 7","Dev",1595,"Hazelcast","decommissioning"
"UK","host3880","LAN","215.191.52.6","London DC","Web Hosting","Amy Winehouse","RHEL 8","Dev",874,"MongoDB","active"
"CN","host9112","LAN","216.255.132.206","Beijing DC","Monitoring","Amy Winehouse","RHEL 9","Dev",559,"Hazelcast","planned"
"PL","host6765","WAN","197.10.230.212","Warsaw DC","Email","David Bowie","RHEL 8","Prod",449,"Hazelcast","active"
"UK","host8768","WAN","195.50.246.70","London DC","Web Hosting","Adele","RHEL 8","Prod",861,"Hazelcast","planned"
"CN","host7922","WAN","211.24.235.11","Beijing DC","Web Hosting","Adele","RHEL 8","Dev",697,"MongoDB","active"
"US","host6099","LAN","201.231.9.61","New York DC","Web Hosting","David Bowie","RHEL 8","Prod",1015,"rProxy","active"
"US","host3304","LAN","212.103.236.190","New York DC","Email","David Bowie","RHEL 8","Dev",1290,"Mule GW","planned"
"PL","host5342","DMZ","220.214.58.226","Warsaw DC","File Storage","David Bowie","RHEL 9","Prod",374,"rProxy","planned"
"PL","host3356","LAN","211.6.4.251","Warsaw DC","Database","John Lennon","RHEL 9","UAT",281,"Hazelcast","planned"
"US","host8555","LAN","212.242.15.104","New York DC","Email","John Lennon","RHEL 7","Dev",1988,"Mule PCE","decommissioning"
"HK","host1459","LAN","209.10.173.44","Hong Kong DC","Monitoring","David Bowie","RHEL 8","Test",500,"rProxy","active"
"HK","host3908","LAN","204.116.154.47","Hong Kong DC","Email","Elton John","RHEL 9","Test",957,"Hazelcast","planned"
"PL","host9986","DMZ","220.82.51.168","Warsaw DC","File Storage","John Lennon","RHEL 8","Prod",572,"Hazelcast","decommissioning"
"US","host8856","LAN","192.217.158.237","New York DC","Database","Amy Winehouse","RHEL 7","Dev",1833,"Hazelcast","decommissioning"
"UK","host4377","LAN","215.49.26.65","London DC","Database","Amy Winehouse","RHEL 8","Prod",1017,"rProxy","active"
"US","host8011","WAN","210.6.96.153","New York DC","Web Hosting","Adele","RHEL 9","Dev",1021,"rProxy","active"
"CN","host7070","LAN","211.190.139.160","Beijing DC","Web Hosting","Amy Winehouse","RHEL 9","Prod",573,"Mule GW","planned"
"US","host1867","LAN","209.73.55.118","New York DC","Email","Amy Winehouse","RHEL 9","Prod",918,"Hazelcast","planned"
"US","host1331","LAN","207.249.163.254","New York DC","Web Hosting","David Bowie","RHEL 7","Dev",1618,"Kong GW","decommissioning"
"UK","host5908","WAN","214.28.13.72","London DC","Monitoring","Adele","RHEL 8","Dev",1330,"Hazelcast","active"
"US","host7287","DMZ","196.192.244.179","New York DC","Email","Adele","RHEL 8","Prod",1288,"Hazelcast","active"
"HK","host7089","LAN","205.58.166.20","Hong Kong DC","Database","David Bowie","RHEL 8","Prod",771,"Kong GW","active"
"UK","host5214","LAN","194.242.173.21","London DC","Database","David Bowie","RHEL 8","Prod",1278,"Kong GW","active"
"US","host6214","LAN","213.165.219.233","New York DC","Email","Adele","RHEL 8","Prod",1431,"Kong GW","active"
"UK","host7452","LAN","198.64.113.110","London DC","Monitoring","Adele","RHEL 8","UAT",969,"rProxy","active"
"UK","host2587","WAN","194.64.107.26","London DC","Monitoring","Adele","RHEL 8","Dev",1397,"rProxy","decommissioning"
"PL","host2599","LAN","193.247.159.41","Warsaw DC","Email","Amy Winehouse","RHEL 9","Test",399,"Hazelcast","planned"
"UK","host2232","WAN","197.51.192.192","London DC","Web Hosting","Elton John","RHEL 8","Dev",1035,"Kong GW","active"
"PL","host3037","LAN","209.133.16.240","Warsaw DC","Web Hosting","Elton John","RHEL 9","Prod",162,"Mule GW","active"
"HK","host8942","WAN","213.13.38.227","Hong Kong DC","Email","John Lennon","RHEL 8","Prod",720,"Mule PCE","active"
"UK","host3560","LAN","219.98.139.91","London DC","File Storage","David Bowie","RHEL 8","Test",850,"Hazelcast","active"
"UK","host6804","DMZ","208.108.168.187","London DC","Email","Adele","RHEL 7","Prod",1263,"Mule GW","active"
"US","host4441","LAN","214.255.39.140","New York DC","Database","David Bowie","RHEL 8","Prod",1044,"Kong GW","planned"
"US","host7636","WAN","218.29.245.21","New York DC","Email","Adele","RHEL 8","Dev",1150,"Mule GW","decommissioning"
"HK","host4275","LAN","200.185.12.72","Hong Kong DC","Email","Amy Winehouse","RHEL 9","Dev",674,"Mule PCE","planned"
"US","host6794","LAN","198.82.28.152","New York DC","Monitoring","Adele","RHEL 8","Dev",1396,"Kong GW","active"
"US","host2369","LAN","222.112.234.141","New York DC","Database","David Bowie","RHEL 8","Test",1140,"Hazelcast","active"
"US","host8576","LAN","207.26.59.96","New York DC","Monitoring","Amy Winehouse","RHEL 7","Dev",1522,"Hazelcast","decommissioning"
"US","host5607","LAN","215.111.51.60","New York DC","Email","David Bowie","RHEL 8","Prod",1345,"Kong GW","active"
"UK","host1217","LAN","213.67.121.67","London DC","Database","Adele","RHEL 8","Dev",1168,"Kong GW","planned"
"UK","host2179","LAN","214.125.115.100","London DC","File Storage","Adele","RHEL 7","Dev",1438,"Hazelcast","decommissioning"
"UK","host2752","WAN","204.138.16.125","London DC","File Storage","Adele","RHEL 9","Prod",859,"Mule GW","active"
"US","host3634","WAN","196.101.42.124","New York DC","File Storage","Adele","RHEL 8","Dev",1006,"Kong GW","active"
"UK","host3680","LAN","220.23.166.82","London DC","Database","John Lennon","RHEL 8","Prod",1035,"rProxy","active"
"UK","host7551","WAN","212.229.181.76","London DC","Database","John Lennon","RHEL 8","Test",991,"Mule PCE","active"
"US","host7837","WAN","219.180.133.122","New York DC","Database","Amy Winehouse","RHEL 9","Prod",952,"Hazelcast","active"
"US","host7726","LAN","216.49.236.140","New York DC","Email","Amy Winehouse","RHEL 8","Test",1252,"Mule PCE","active"
"US","host4276","LAN","197.191.10.146","New York DC","Email","Elton John","RHEL 9","Prod",1181,"Hazelcast","planned"
"US","host7374","DMZ","193.5.118.254","New York DC","Email","John Lennon","RHEL 8","Prod",1158,"Hazelcast","active"
"PL","host1141","WAN","202.65.113.42","Warsaw DC","Database","Amy Winehouse","RHEL 7","Dev",513,"Hazelcast","decommissioning"
"US","host2680","DMZ","197.168.54.135","New York DC","Web Hosting","Adele","RHEL 8","Prod",1110,"Hazelcast","active"
"UK","host8163","LAN","192.117.220.247","London DC","Monitoring","Adele","RHEL 9","Test",759,"Mule GW","active"
"PL","host3672","LAN","205.58.252.68","Warsaw DC","Web Hosting","Adele","RHEL 9","Dev",160,"Kong GW","active"
"US","host3351","LAN","192.201.114.18","New York DC","Database","Adele","RHEL 8","Prod",1219,"MongoDB","active"
"UK","host8399","LAN","223.53.188.52","London DC","Database","Amy Winehouse","RHEL 7","Prod",1768,"Kong GW","decommissioning"
"PL","host1145","DMZ","215.113.222.177","Warsaw DC","Database","Adele","RHEL 9","Prod",158,"Hazelcast","active"
"US","host1116","DMZ","223.77.143.47","New York DC","Email","Adele","RHEL 9","Prod",853,"Kong GW","planned"
"UK","host7871","LAN","221.233.104.115","London DC","Email","David Bowie","RHEL 8","Dev",1320,"Hazelcast","decommissioning"
"PL","host9253","DMZ","223.128.238.107","Warsaw DC","Email","Adele","RHEL 8","Prod",444,"Mule GW","planned"
"US","host6700","LAN","193.148.184.199","New York DC","Database","Amy Winehouse","RHEL 9","Prod",1093,"Hazelcast","planned"
"CN","host4220","WAN","204.29.161.225","Beijing DC","File Storage","Adele","RHEL 9","Dev",745,"Mule GW","planned"
"CN","host4823","DMZ","203.34.4.90","Beijing DC","Database","Amy Winehouse","RHEL 9","Prod",633,"Hazelcast","planned"
"UK","host4093","LAN","193.75.196.140","London DC","Email","Amy Winehouse","RHEL 9","Test",753,"Mule GW","active"
"US","host2920","LAN","210.246.87.201","New York DC","File Storage","David Bowie","RHEL 7","Dev",1938,"Mule PCE","planned"
"UK","host9060","LAN","211.65.77.196","London DC","Database","Amy Winehouse","RHEL 9","Dev",767,"Hazelcast","planned"
"US","host5218","LAN","218.106.241.247","New York DC","Email","Adele","RHEL 9","Test",1085,"Mule GW","active"
"CN","host8590","LAN","220.179.0.49","Beijing DC","Database","David Bowie","RHEL 9","Prod",633,"Hazelcast","planned"
"US","host2036","LAN","201.113.98.207","New York DC","Database","Amy Winehouse","RHEL 7","Prod",1626,"Hazelcast","decommissioning"
"UK","host1111","LAN","220.184.248.11","London DC","Database","Amy Winehouse","RHEL 8","Dev",1260,"rProxy","active"
"UK","host5698","LAN","203.203.238.184","London DC","File Storage","Amy Winehouse","RHEL 8","Test",1303,"MongoDB","active"
"US","host2689","LAN","216.244.171.58","New York DC","Email","David Bowie","RHEL 7","Prod",1621,"Hazelcast","decommissioning"
"US","host4761","DMZ","193.4.242.208","New York DC","Email","Adele","RHEL 9","Dev",875,"Kong GW","active"
"UK","host9461","DMZ","219.136.169.237","London DC","Monitoring","Adele","RHEL 9","Prod",914,"rProxy","planned"
"US","host8169","LAN","221.7.127.151","New York DC","Database","Adele","RHEL 8","Test",1252,"Mule GW","planned"
"UK","host9463","DMZ","209.214.112.182","London DC","Email","Amy Winehouse","RHEL 8","Prod",1050,"Kong GW","active"
"UK","host5879","DMZ","204.227.37.92","London DC","Database","John Lennon","RHEL 9","Dev",982,"Mule PCE","planned"
"UK","host7733","LAN","205.85.140.44","London DC","File Storage","John Lennon","RHEL 8","Prod",1297,"Mule PCE","active"
"US","host3774","LAN","205.233.117.106","New York DC","Monitoring","Adele","RHEL 8","Prod",1448,"rProxy","active"
"US","host1845","LAN","196.173.62.226","New York DC","Email","Amy Winehouse","RHEL 9","Dev",803,"MongoDB","active"
"US","host3193","WAN","214.44.181.237","New York DC","File Storage","Adele","RHEL 7","Prod",1947,"rProxy","decommissioning"
"CN","host2657","DMZ","194.98.92.15","Beijing DC","Web Hosting","David Bowie","RHEL 7","Test",723,"Hazelcast","decommissioning"
"US","host4922","LAN","211.241.58.14","New York DC","Email","John Lennon","RHEL 8","Test",1337,"Mule GW","active"
"HK","host3991","LAN","202.248.128.80","Hong Kong DC","Web Hosting","Adele","RHEL 9","Dev",663,"Mule GW","active"
"US","host2570","LAN","192.44.121.163","New York DC","Email","Adele","RHEL 8","Prod",1224,"rProxy","active"
"UK","host7080","LAN","222.86.230.73","London DC","Web Hosting","Elton John","RHEL 8","Prod",1185,"MongoDB","active"
"UK","host7971","LAN","196.106.28.85","London DC","Web Hosting","Adele","RHEL 8","Prod",1112,"Hazelcast","active"
"US","host6738","WAN","201.85.140.250","New York DC","Email","Elton John","RHEL 9","Prod",852,"Hazelcast","planned"
"US","host5947","LAN","221.41.186.57","New York DC","File Storage","John Lennon","RHEL 8","UAT",1123,"Hazelcast","active"
"UK","host7276","LAN","208.93.49.34","London DC","Database","Adele","RHEL 8","Dev",941,"Hazelcast","active"
"UK","host4845","LAN","203.135.39.17","London DC","Web Hosting","Adele","RHEL 8","Dev",1275,"rProxy","decommissioning"
"US","host6037","DMZ","204.167.41.4","New York DC","Email","David Bowie","RHEL 7","Prod",1627,"Mule GW","active"
"UK","host2185","LAN","211.19.6.52","London DC","File Storage","Amy Winehouse","RHEL 8","Prod",1265,"Mule PCE","active"
"US","host8654","LAN","203.123.104.199","New York DC","Email","Adele","RHEL 7","Test",1624,"Mule GW","active"
"HK","host7804","DMZ","208.132.221.244","Hong Kong DC","Email","David Bowie","RHEL 8","Dev",749,"Hazelcast","active"
"US","host3587","LAN","203.13.243.229","New York DC","Web Hosting","David Bowie","RHEL 8","Prod",1178,"Hazelcast","active"
"UK","host1574","LAN","194.244.99.114","London DC","Database","Adele","RHEL 9","UAT",708,"Hazelcast","active"
